ID_Cliente,Idade,Salario_anual,Tipo_Propriedade,Tempo_empresa,Proposito_Emprestimo,Pontuacao_emprestimo,Valor_emprestimo,Taxa_juros,Possibilidade_inadimplência,Percentual_Renda_Emprestimo,Historico_inadimplencia,Tempo_primeiro_credito,ID_historico,Codigo_emprestimo
wALAN42J-MJjL,29,67171,Rent,13,Medical,A,1600,8.9,0,0.0238,N,7,AErUEJ4d-uPDh,8GTeIJyY-r7KZ
7Oc9JBrC-apnR,29,48000,Mortgage,3,Venture,C,17375,14.27,0,0.3620,Y,10,miUf0lgW-XtyI,icdJUrRL-Yjx4
1ii0Bae1-iKx8,29,94000,Mortgage,9,Personal,A,10000,7.51,0,0.1064,N,7,Ts03Z2w7-uvpa,RPN2i21H-Sn7D
wBUA89Ll-FeY5,29,144000,Mortgage,13,Venture,A,16000,6.62,0,0.1111,N,9,1zMhtSqf-j89p,7SSnz39w-G77W
ktBDGmZE-bRsY,29,125004,Rent,3,Medical,B,7200,9.99,0,0.0576,N,6,bGbxhADl-iq9I,b5BSdzkp-eCH5
t3PUTiDB-Z40R,29,73000,Mortgage,6,Education,D,21000,13.36,1,0.2877,Y,7,knAceu7I-TzWw,TlximYpc-dcEQ
N9TeUfPX-jok5,29,90000,Rent,4,Venture,B,12000,10.74,0,0.1333,N,10,btAdqw3X-oIjz,UnktfuhZ-FEwS
GTfcpgtK-Ykr2,29,16800,Rent,9,Homeimprovement,D,2750,14.84,1,0.1637,Y,10,JANagmWP-w32I,QgFjZHXK-0ucq
bLtbUwAz-HbS2,29,112500,Mortgage,11,Education,C,3000,13.35,0,0.0267,N,10,ySlr9RbX-D4bQ,Or2TvK6w-zM0P
sQhrjXgA-J3LL,29,54000,Mortgage,7,Medical,F,14800,18.53,1,0.2741,Y,8,mYXThTrf-WLG0,fRngaunJ-ze2B
UEwj0bJ6-1iqf,29,35000,Own,11,Medical,C,4200,12.99,0,0.1200,N,8,Pikbn8GD-NDF9,uhLfrwOs-gIT2
81sqnPMD-SwP5,29,450000,Mortgage,4,Education,D,25000,15.37,0,0.0556,N,7,9MZyyaor-X22F,WrC7oqRx-ycNc
4OnAYBHv-oRdU,29,160000,Rent,4,Venture,C,35000,14.27,0,0.2188,Y,8,YaH2Ro4E-6AWv,prvDTLZA-OB3m
WqYS1Jeg-XCxj,29,36000,Rent,5,Medical,A,3075,5.42,0,0.0854,N,5,hu1oQXZW-4LTc,xwr7641C-elJp
BvXD28FX-62CR,29,72000,Rent,13,Debtconsolidation,C,15900,13.04,0,0.2208,N,10,KThsCA2y-e8yb,x3cNKR0K-Zoik
ZfflnYDo-gI62,29,148716,Rent,4,Personal,C,24250,13.23,0,0.1631,Y,9,BT6UCTds-W2oO,MS7LNHKL-NJq9
H1iNdR9C-0z6L,29,220000,Own,1,Personal,F,14725,19.41,0,0.0669,N,6,qFYstgNQ-aTYX,emMQhr2C-Unec
b6jdFL8N-7aMD,29,64000,Rent,3,Debtconsolidation,C,15000,15.27,1,0.2344,N,10,dYcEcvzu-cnxU,YZCoj56t-kxC7
Lq2HCBjP-Di7L,29,300000,Rent,1,Homeimprovement,B,16000,11.58,0,0.0533,N,8,aYXPuYQN-yAR8,rmz3EvI8-nuWF
LjJXcEcG-Zfds,29,40000,Rent,2,Venture,C,9000,14.27,0,0.2250,Y,5,gzaPAxq6-qHjo,v4hO2zBU-7YAr
GPkYmQ8k-cPec,29,92000,Mortgage,2,Education,E,25000,19.42,0,0.2717,N,8,6Ix5M8By-rlSJ,gejsiIwl-bNOJ
ajs4qilw-UGmH,29,81900,Mortgage,13,Venture,A,8000,7.66,0,0.0977,N,10,N0lSype9-rTMG,KyyjUIus-klWw
3xMQtue1-w3ex,29,45756,Rent,7,Education,B,7500,10,0,0.1639,N,7,w83xxhHk-4kCQ,CJIDzAbE-eaga
LhOrnS29-8EaA,29,42000,Mortgage,8,Personal,C,7800,13.11,0,0.1857,N,9,kAQpkHl6-6NOe,urhHEltC-NLiD
D5IekU06-C4l2,29,39000,Rent,2,Personal,E,3000,16.7,1,0.0769,Y,7,2jw8W0oS-gQxn,Tiasb8qj-rZQv
w667UzHN-u8Km,29,30000,Mortgage,13,Personal,B,9000,10.36,1,0.3000,N,10,07qJLgHD-9Qyi,sAXRAFhh-f0kP
OpyW21XF-yTJC,29,44000,Mortgage,9,Debtconsolidation,D,10000,14.74,1,0.2273,N,5,C3IK7SIt-Ey8f,8h96z8zZ-WLLR
1N8BlWIH-XdiI,29,50400,Rent,6,Debtconsolidation,A,7000,6.17,0,0.1389,N,8,74vd6G7B-FXW2,2na5S8uM-7ue9
WhLq6WHi-aPaW,29,50700,Rent,2,Homeimprovement,B,5000,9.88,0,0.0986,N,8,UPcdx2eP-bTTo,3oJT7whb-kwLp
psbFx3or-2S4I,29,75000,Rent,3,Homeimprovement,B,5200,10.75,0,0.0693,N,8,zsAlnXcx-xsP2,Cuznruv2-q6cx
ZrqZ0s6M-SNlZ,29,82600,Mortgage,6,Venture,B,19450,9.91,0,0.2355,N,10,KSnI5J53-SL6r,dL28TlRT-3sDY
ajvXB5o5-r5MQ,29,65000,Rent,1,Medical,B,7200,11.12,0,0.1108,N,8,hFnbbM58-q1x1,GWnUBnzg-QCgj
IuptAQCL-uzK0,29,100000,Mortgage,8,Homeimprovement,B,7000,9.88,0,0.0700,N,10,2rM8nKZ2-gc2N,9XNzWkKe-8d1Z
P60uPZD8-fNgP,29,36000,Rent,6,Venture,A,12000,7.49,1,0.3333,N,7,RK9DqcRN-n7HA,qMuXEKkj-MTpJ
duhjcocd-MEum,29,12000,Rent,1,Education,D,4500,15.05,1,0.3750,N,9,ly6hnLni-oBpt,gwlzabiG-s5ad
sBNHBKNn-NHsF,29,44000,Rent,2,Venture,D,5400,16,1,0.1227,Y,9,a7ha6uui-fv1m,a5Lq3bJU-mkK9
Lz53ugbh-TaWq,29,80000,Mortgage,14,Homeimprovement,D,5000,15.21,0,0.0625,N,6,83YQOOAF-qGzT,vzyuet3H-YtqT
i1wrwkJR-b2iU,29,35000,Rent,4,Medical,A,11000,8.59,1,0.3143,N,10,8noUtnA7-OsYa,W3QuCN1J-x00i
s4eHxAGZ-SBRk,29,90000,Mortgage,13,Debtconsolidation,A,6000,6.03,0,0.0667,N,5,8U8RRYjd-4tLH,2YfWLDHG-XqfX
SZ0uZrwi-ZNFD,29,48000,Mortgage,13,Venture,A,7000,8.49,0,0.1458,N,9,dyWLe8iW-htGP,FvhOrXID-yPxq
ky84FDAQ-AHtS,29,99400,Mortgage,3,Venture,A,6000,6.92,0,0.0604,N,7,3zg10afF-zGqT,EwpT7gMH-h0bl
gt2tTdHC-SSMQ,30,56030,Mortgage,14,Personal,B,13000,11.89,0,0.2320,N,7,2kj5xAok-5Mu8,epEhatPz-Uehh
YUMBQZ3T-H7Hu,30,32004,Own,4,Venture,A,5500,8,0,0.1719,N,8,gZXdHZjq-jSHL,8XQ7Arc7-YL5z
yA434aD4-4kio,30,47000,Rent,2,Debtconsolidation,B,13000,9.63,0,0.2766,N,5,QSteUN6Y-K02n,0CN3Yu0T-W67v
EdBidPNB-ObWo,30,114000,Mortgage,14,Medical,A,7200,6.03,0,0.0632,N,8,Gf2tBGKp-NxmT,PJxjqUbf-tN7o
fKGen2qR-pKL8,30,38000,Mortgage,5,Education,E,10000,17.99,1,0.2632,N,6,wRKYG2Sx-spTJ,R9m5kEXg-mhjR
JQ45wkdj-1XBE,30,108000,Rent,1,Personal,D,8000,14.96,1,0.0741,Y,7,gkZUOb7p-KkYc,WSs9umW7-glFn
aGLBtjKB-TpDo,30,30000,Rent,3,Education,C,4500,13.92,0,0.1500,N,8,zqoQMeMr-3Fj9,sKbmGkmz-fX5C
cXi4N2LT-3Zsb,30,50000,Rent,2,Venture,B,6400,11.71,0,0.1280,N,6,TOMNueT8-6Qbb,QNxHcCKe-eSAW
xymhgL5C-qnUF,30,60000,Rent,14,Medical,C,18500,12.99,1,0.3083,N,5,dX7LMIer-EwlJ,uObo9EJg-hHpO
8CC7vcj6-o5f6,30,89004,Rent,6,Medical,C,6000,13.16,0,0.0674,Y,5,OBZ5Zsys-by8L,YnBNz8g7-e6jO
p3DdFY8B-QDKc,30,52800,Rent,4,Personal,B,2400,9.62,0,0.0455,N,7,qRhuR1Pk-XbAY,TlCCWlgB-4TPF
aSI9xg7O-iSUG,30,33600,Mortgage,5,Education,A,9000,6.91,0,0.2679,N,6,LMx5iYxc-1fTF,TM8CXqlC-E3pk
6kwye3hh-D9Rj,30,64000,Rent,1,Venture,A,18000,8.38,0,0.2813,N,7,7qqAgL72-UR2k,zAvSpiLk-m0Ij
jyGtSlgs-iUsc,30,25800,Mortgage,7,Debtconsolidation,A,6000,5.99,0,0.2326,N,6,o1c25pAG-uxpk,aj5H3e6C-IFUw
AWzb60BL-wgjJ,30,32918,Rent,5,Debtconsolidation,D,8000,14.59,1,0.2430,Y,8,usC3UBH4-zffJ,69wnWmyM-q6fq
Kmidtnxf-1YqL,30,95000,Mortgage,6,Homeimprovement,A,12000,8.94,0,0.1263,N,5,I9oi3oJs-3Jn7,IPRem1Kv-xJmO
gwNE94jT-G7Wl,30,132000,Rent,14,Homeimprovement,B,21500,10.62,0,0.1629,N,8,7rjADOue-JlDT,6ora2dnX-H7Jb
RKWIoNcB-Y0L6,30,102489,Mortgage,14,Personal,B,25000,12.18,0,0.2439,N,7,7xXq7owW-JST5,4bebbcf5-AR27
LLI4rrSB-aSQS,30,36000,Mortgage,4,Venture,C,5000,13.85,0,0.1389,N,5,v8RKHmmr-MoKr,FiiNUDUr-QwRI
EUQBzwPb-xTx5,30,90000,Rent,14,Medical,A,18000,8.94,0,0.2000,N,8,aAXJlTAR-jB1n,MjiJopbK-0SUp
2nYpe23B-A9yQ,30,65000,Mortgage,2,Homeimprovement,D,4000,15.21,0,0.0615,N,7,zNG2LSDi-GDHk,6kFfFYOz-1oNy
19TutlcN-kIjL,30,31000,Mortgage,3,Education,A,13000,7.88,1,0.4194,N,8,S1DI56KK-xekN,xKgNS06h-pAOG
32l2T460-mTvw,30,119700,Mortgage,2,Homeimprovement,A,9500,8.94,0,0.0794,N,10,9QA4JH97-x3Nc,CmmyuUmI-a2MF
Rimcd5zw-IO4x,30,30000,Mortgage,5,Personal,C,1100,14.65,1,0.0367,N,10,cRej2je6-zvUP,DBpg70dL-S58z
bEWy3dnw-yIZd,30,65000,Rent,11,Personal,B,9600,12.42,0,0.1477,N,10,dFnnoJ5Z-kTzI,CjsvBbmx-uEuy
ZKFgXjdl-wSlg,30,77000,Mortgage,5,Debtconsolidation,A,1500,6.39,0,0.0195,N,7,FNNXvM8r-eWyg,qzzJfrum-Au8w
TwktW8cb-wwid,30,31200,Rent,7,Medical,D,2400,16.49,0,0.0769,Y,6,AlHGnTey-czBB,ZGZv2OAx-22xx
3glZCRiF-5nSE,30,122000,Mortgage,11,Homeimprovement,A,11200,5.42,0,0.0918,N,9,CdZwXCo3-zNlM,N7KLncHW-JFUl
SAXiyQNI-Fhha,30,33600,Mortgage,12,Homeimprovement,C,3000,13.48,0,0.0893,N,9,guaQfhqZ-H0bZ,UGJAOC0g-RvlI
OAFih2Qc-Maqn,30,21600,Rent,1,Personal,B,1500,11.71,1,0.0694,N,9,fpQMXQro-mlDv,1ZwitXqz-9HAO
GOnpGPNp-b1Rx,30,65000,Rent,2,Debtconsolidation,B,25000,10.38,1,0.3846,N,8,WuqZkWUN-zR2p,1oChBoyw-3ywu
JhhI4gz2-Xrka,30,66888,Mortgage,6,Homeimprovement,C,15000,12.23,0,0.2243,Y,9,gBKdIBWW-8L5e,CllmTEsI-pus2
4JtiBQHu-IW9e,30,105000,Rent,3,Debtconsolidation,B,14000,11.49,0,0.1333,N,6,GNMzGyrd-CRR1,krODT2SA-9RyN
Rz7ThZ6T-7mtk,30,79416,Mortgage,12,Medical,C,6000,13.49,0,0.0756,Y,8,wEZBJWvK-PpO2,RI5pFqCE-Z6al
cqU3PXx0-spr7,30,98000,Mortgage,14,Education,B,9000,11.49,1,0.0918,N,5,tK4P4Kmx-Dolu,70NQ31Py-txKh
t59ApC2m-YYFd,30,28800,Rent,1,Debtconsolidation,C,8000,12.73,0,0.2778,N,10,FlYfM4NA-7CZJ,BztZjz7l-APOx
0E5blurd-pAjP,30,44760,Rent,1,Medical,B,3300,11.71,0,0.0737,N,5,8cJaYwF0-kDk1,XCNSDI8u-D9Y5
DYNZXUW0-wBo9,30,180000,Mortgage,14,Debtconsolidation,B,20000,11.48,0,0.1111,N,8,DnxQiY0k-1tsX,rZ5o9rZK-bsiI
avxLxbJG-MwNd,30,145000,Mortgage,4,Debtconsolidation,B,6000,10.59,0,0.0414,N,8,jWvzgMpO-NCfM,0AS7D8Hv-5S67
UdIG3H7m-Rmg3,30,36000,Mortgage,2,Debtconsolidation,B,13500,9.91,0,0.3750,N,5,dECEoLJW-rSGn,bpbkJsfO-xbSZ
Njev3CuM-av3Y,30,48000,Mortgage,3,Homeimprovement,B,9000,12.42,0,0.1875,N,7,ql1KXldP-z28g,K7dQoKss-OLOU
EH4XoTme-kUKm,30,148000,Rent,2,Education,E,22200,19.42,1,0.1500,N,8,dfOR8ZjY-TSfF,UOUbhp1H-J7Hb
fJqdP7Gi-ZlZ3,30,49641,Mortgage,9,Personal,C,8400,13.11,0,0.1692,Y,6,wmUCZHym-ZRR1,fSdbT50J-AYCA
M9IKRZYw-ZUin,30,270000,Mortgage,7,Homeimprovement,E,35000,19.69,0,0.1296,N,8,yBkuvUh9-gsyL,tGGIFkE7-7wgN
EYKYtodl-sihG,30,63600,Rent,7,Personal,B,5000,10.39,1,0.0786,N,8,UCCQgysi-aXNn,XukPw0cM-BvAC
xSvgraxd-ZkrG,30,43200,Mortgage,14,Personal,B,5000,11.36,0,0.1157,N,9,0CXRIeGq-qY5n,uNheNPof-CKOW
zBEuObJC-zZxo,30,190000,Rent,3,Debtconsolidation,B,15000,11.48,0,0.0789,N,8,xS3LKSwC-ATTP,N1mG32Gi-vbze
UawOoCqK-aIcm,30,62000,Mortgage,1,Venture,A,15000,6.03,0,0.2419,N,10,DYoajtS9-qpDX,OmQyaveA-Nij8
kh8i9NAu-pwtE,30,105000,Mortgage,5,Education,B,20000,11.83,0,0.1905,N,5,M1HmvD1S-xf3D,yn83KnsU-FH3E
0a9q5Jgt-IDCS,30,47581,Rent,2,Medical,C,6000,13.16,0,0.1261,Y,9,kCZupd2X-ufyI,QZfY6Mlt-Rm3R
jyh70laW-j59U,30,25000,Mortgage,10,Personal,A,6400,7.51,0,0.2560,N,8,bFGKM4CT-42Tb,PP5vz0XY-HdaS
0AAHisuj-HFU9,30,90000,Mortgage,2,Homeimprovement,B,7000,11.71,0,0.0778,N,10,YU8Z4bcw-DhAP,zK8tYlv5-xL9Y
JJPbcyv0-LjTP,30,101500,Rent,2,Homeimprovement,B,18000,12.18,0,0.1773,N,7,sws7C5qb-H73q,GAamSen0-83hE
UheUio1P-rFI1,30,30809,Rent,1,Medical,B,11200,11.99,1,0.3635,N,8,xp5M8ljX-0gY0,jhlHU7Li-iYF0
4xRcaNJh-ueSg,30,58000,Own,7,Personal,A,6000,5.79,0,0.1034,N,5,sm0jzjAU-BFrd,yPtrOI5m-4cju
ES1Fv60y-afeO,30,42000,Mortgage,13,Education,D,3000,15.33,0,0.0714,Y,9,HIxlExtE-3NyN,xNMkFSGU-7cR9
eBaTvGMI-OM3j,30,96000,Rent,1,Venture,B,4000,10.75,0,0.0417,N,5,Aeesfhj4-Ge4N,YwEGhYIq-XUJN
sPIn2mR3-yxFy,30,65000,Mortgage,15,Debtconsolidation,A,7500,6.17,0,0.1154,N,9,ZE1ibaje-k6ia,6hfQ2nrj-jtjo
zM6bNqDt-nzUx,30,77000,Mortgage,4,Debtconsolidation,A,8000,7.14,0,0.1039,N,7,OTYEpcwr-QLB3,RPvzZmuF-MtLn
dax1DgPe-YGhs,30,96000,Mortgage,14,Homeimprovement,A,6000,5.42,0,0.0625,N,6,qgiISvZG-5Fst,O6W2mFxW-9AE5
UOxz6f1s-nNet,30,90000,Rent,2,Debtconsolidation,B,20000,11.99,0,0.2222,N,9,i49qAADG-Wm3i,uwX5gpYp-kwhT
atcFO6u2-8zur,30,59004,Rent,3,Homeimprovement,D,14000,15.28,0,0.2373,N,10,JteAajcv-2yNM,onBXq834-Sbbu
OwFA6ykv-oGaO,30,60000,Own,11,Medical,A,20000,6.17,0,0.3333,N,5,uz81A0P7-tXTG,pqdMvYDM-tGGz
swdKgT11-BtmE,30,51600,Rent,5,Debtconsolidation,C,16000,13.49,1,0.3101,N,8,ImzWSYEy-NtUo,AAuoLEGe-onto
XJJYgQ7G-YwQ7,30,50000,Mortgage,6,Debtconsolidation,C,4000,14.27,0,0.0800,N,9,bdIJCWoK-l9hQ,nKR6ts9n-oS2m
UHwSx3s2-ue1u,30,31000,Mortgage,3,Venture,D,12000,14.42,1,0.3871,N,5,ecoEbh0o-Bl9p,9eIaNMKy-TI91
hYvWHqSC-yqm6,30,108000,Mortgage,14,Homeimprovement,B,5000,10.99,0,0.0463,N,5,lvqk82qB-pPed,FpjliSLe-Gjd3
RJ3SDxlF-9dic,30,59497,Mortgage,4,Medical,D,17000,16.89,1,0.2857,N,8,x17pU2YG-luFR,RbgILBfO-3OHG
mIyyn8ML-YmsS,30,39500,Rent,3,Education,A,6925,7.88,0,0.1753,N,9,QSzdqUIw-pwnt,P2kewqqN-CpHF
gnuupSsN-UEAX,30,80000,Mortgage,2,Education,C,6000,14.17,0,0.0750,Y,9,sonqZ8bY-vtWw,Jlb4A1OT-Oz2l
1q866Mww-5Z5C,30,30000,Own,4,Personal,D,8000,15.7,0,0.2667,Y,10,vMvAjqkC-XLq2,2H3I3JSm-IucY
ynqmp9W1-SyAr,30,23000,Rent,5,Venture,D,3250,14.11,0,0.1413,Y,7,Edhti0lv-Chlx,mDbsk4Bn-0bDL
YQzEjH1Q-nAo2,30,65000,Rent,14,Debtconsolidation,C,7000,13.49,0,0.1077,N,8,Fo1AyrxY-Zv8G,tdoORwCP-apyb
LeKK4s3L-eMPj,30,78000,Rent,12,Personal,A,7000,6.54,0,0.0897,N,5,nFGOjBwU-WtsE,LiG5aWMD-zKqQ
hsHl3Yqe-iidw,30,21600,Rent,2,Debtconsolidation,C,1500,14.72,0,0.0694,Y,8,mdslBw71-gaQB,R1JwNnBi-3vPq
H1ERwnnW-LAoS,30,73000,Rent,15,Personal,B,5500,9.99,0,0.0753,N,5,d3OEdUYk-ybG8,JP16SLMD-3iNi
ycCY4FUa-CX8b,30,20000,Rent,2,Personal,A,5000,8.59,0,0.2500,N,5,KuZsXieS-f8y0,cARPI3Gz-uB5X
IfWv6yHs-z9lX,30,60000,Mortgage,5,Homeimprovement,A,7000,7.49,0,0.1167,N,8,AXlOn8MT-SrF8,EqieFpBl-UNME
al7eBnw5-EUe3,30,300000,Mortgage,14,Medical,B,20000,11.58,0,0.0667,N,9,744fWtK0-tbKp,ogzKkfdi-Nupc
kHIGW70O-CwcW,30,66560,Mortgage,10,Debtconsolidation,A,2500,6.39,0,0.0376,N,7,TDylX9aK-dZmu,PIX2cQm8-enxh
2iR526L7-7ktG,30,19968,Rent,3,Debtconsolidation,E,4000,16.45,1,0.2003,N,9,xkp8JI0y-4EEQ,EZ38gWT3-kDOf
aCx7JFhM-anPa,30,61800,Mortgage,6,Debtconsolidation,B,20000,11.36,0,0.3236,N,8,DeZeputp-2vUE,jxGovrgK-pueb
ggrmbJ9Y-5Acu,30,50000,Mortgage,12,Debtconsolidation,C,8000,13.06,0,0.1600,Y,5,IPz4fsNQ-Msai,uxYU56x9-PHRJ
WgJ6BRe9-wRiC,30,39600,Mortgage,11,Education,A,15000,7.49,1,0.3788,N,5,4mHwYRjw-zpf1,rDbhaPY2-pGGw
Ou1nrvH4-F4Gh,30,130000,Mortgage,14,Medical,B,6000,12.21,0,0.0462,N,9,dhxUp6sE-az33,teaPwx5c-bLSN
WTDEbRDA-rSMz,30,54996,Rent,4,Debtconsolidation,A,8000,5.79,0,0.1455,N,10,1cXDHS3J-sjAo,CG6ofJFK-fuMu
xfGQTNqJ-yKgI,30,58000,Mortgage,14,Debtconsolidation,B,5350,9.99,0,0.0922,N,9,OArjw2Uf-fMXT,cT2seua6-RlBN
dBlnTDQu-Flsc,30,59500,Mortgage,15,Homeimprovement,A,15000,6.54,0,0.2521,N,8,i59cWuCp-vh9s,SIxyRoLz-hWvz
xjyBNsTY-vSOo,30,24000,Rent,14,Education,B,5000,11.11,1,0.2083,N,9,N58W4kpE-uu8g,Wh0rRrwn-2Lks
uRAQqAXe-CN38,30,61000,Mortgage,4,Personal,A,4500,6.54,0,0.0738,N,6,xYY1YCjQ-abaY,eRic3MEo-g20O
KGxRBYrC-MEqh,30,60000,Mortgage,14,Personal,B,1750,9.99,0,0.0292,N,8,kqSUfDYk-TqSk,cSMYfHj2-Tady
Q5PwyheO-2wo9,30,51996,Mortgage,5,Personal,A,3200,6.99,0,0.0615,N,5,InABTdMR-cA2T,YrI1iibr-DbQC
lGgjYnmg-wtS8,30,88800,Mortgage,14,Education,A,7000,6.62,0,0.0788,N,6,wCShPYic-UWl8,bxbyrv5G-gxf0
ZkTkwUJL-14qc,30,110000,Mortgage,4,Medical,B,12000,10.74,0,0.1091,N,8,2kI8qOLj-D4cU,Zxvl3If7-0Mwd
nwqbiRSJ-8uiB,30,66000,Mortgage,14,Debtconsolidation,C,11200,13.49,1,0.1697,N,6,4hDl4kkh-Kk37,xthT2jN2-50YU
FDOo8RjS-hm3I,30,54000,Rent,13,Medical,B,25000,10.74,1,0.4630,N,6,FuZskhaf-IMPJ,nbtp0Mzk-2qck
L6b0OX4h-pC8L,30,45000,Rent,14,Personal,A,1900,5.79,0,0.0422,N,7,5sw3WNwr-Kvj9,QwuSg9fy-0EYn
FK4gmLCh-J677,30,70000,Mortgage,15,Personal,A,12250,7.51,0,0.1750,N,6,RecQxsbq-wLi8,sYgcrRYZ-MOSB
LoFaXAou-i0zB,30,48996,Rent,1,Homeimprovement,E,10000,15.45,1,0.2041,N,5,BRL3HI85-Jy7U,Mn3QaC8I-ilNn
bY41t01h-dW60,30,30000,Rent,1,Venture,C,3600,10.28,0,0.1200,Y,10,kK7oLsYh-X1j9,JZnopds8-ZfMp
WHz8Dzpm-SAJQ,30,52500,Rent,2,Homeimprovement,B,20000,10.37,1,0.3810,N,7,xy3cHnSL-U5TQ,DREH9Pvt-IChO
v34LnHUs-by6s,30,72000,Rent,2,Education,B,23000,12.18,1,0.3194,N,6,TDJ9nLRz-1m1X,edkP84oF-9PIA
hcqvCGM8-CIf9,30,30000,Mortgage,3,Debtconsolidation,A,5100,7.9,0,0.1700,N,5,RLN7GUTC-Wi1M,Zx5lh4W9-BoZ1
2p6lMMcU-8LlM,30,155000,Rent,9,Medical,A,6000,7.14,0,0.0387,N,8,97A6h6Ui-ICHE,EqveLe1F-8HYN
aLnWBLp2-L1Dz,30,26400,Rent,14,Debtconsolidation,C,3250,14.35,1,0.1231,N,9,A97784rb-tHKP,DMTalIT9-qwd6
z3nKz08b-O1KE,30,61000,Rent,4,Medical,C,4800,14.79,0,0.0787,N,10,j36pbGkh-YxrC,QW4aBrRz-6ar8
n4CORl01-2EaE,30,340000,Mortgage,2,Homeimprovement,F,25000,18.3,0,0.0735,N,8,mmQhaPN5-SgTH,S6FhkU3A-Lkn0
gefYdKAQ-8HUH,30,36996,Rent,5,Education,A,10000,8.9,0,0.2703,N,6,thH5WQWe-XPBI,80bGsnfi-KLiP
DO2HiU89-nnbh,30,46000,Rent,5,Debtconsolidation,A,8000,7.14,0,0.1739,N,10,r4TcP3WN-d8Nl,jGqpp0Hp-p3FC
y1kyxNCF-kxHO,30,79820,Rent,4,Education,C,14400,13.49,0,0.1804,N,6,I5ry1qd5-0Blc,TKdzqZhE-oFs8
Flzl9OBv-iMba,30,32004,Rent,1,Personal,B,24250,11.12,1,0.7577,N,5,iTAiNLkT-QEgx,kSI6SP5D-r1No
7vPnMP2K-GIeX,30,150000,Rent,2,Venture,B,21000,12.62,0,0.1400,N,9,sdFvYluF-ewC0,HBS0ZGtX-La2X
mmTZiCWw-pnAe,30,52000,Mortgage,3,Education,C,5750,13.79,0,0.1106,N,10,7vzUBTtw-9OjK,rIDFQN2Y-qgZW
EE8NxRxO-JS2S,30,32000,Rent,3,Homeimprovement,C,8400,13.98,1,0.2625,N,9,YqRpPf6j-8sWX,iUAKKcMj-nzLl
teg7y1mJ-r7Bg,30,94000,Mortgage,13,Education,C,10000,14.27,0,0.1064,N,6,Efq0eD0n-ZFLg,WwnGqtbo-fCk8
HAxxbnvs-n4PH,30,50000,Own,4,Debtconsolidation,D,10000,15.95,0,0.2000,Y,7,84sI9w31-hH8Y,HXEBklu1-xHfP
cdHKGgmQ-otNj,30,30000,Rent,14,Medical,C,12800,14.79,1,0.4267,Y,9,evLfE5xc-1xNs,wccTG1jU-vDP5
Gfup4zx3-hctx,30,50000,Mortgage,2,Education,B,3975,10.99,0,0.0795,N,8,oAbMEdx6-xsPI,hFZ6xQab-2D77
PDJYwcLg-saP0,30,119000,Mortgage,14,Personal,C,25000,12.73,0,0.2101,Y,8,T06ciuFX-J1aU,QyEHQpkR-KnNF
x8Y3OOTF-OQU6,30,37600,Rent,2,Medical,C,15000,13.06,1,0.3989,Y,7,MLfkTGlA-AFIP,znvlW6XR-0kQC
xZ8ZirBl-x3X8,30,42312,Rent,1,Education,A,5500,8.59,0,0.1300,N,6,s0oHXIH7-RiG7,HuEISntQ-XFQa
TnRcaPdo-TkbD,30,106000,Rent,9,Debtconsolidation,C,20000,13.22,0,0.1887,Y,5,sOdW3cHM-QsyY,iRd8pcvZ-NIjr
q11EEldY-z2Ze,30,40000,Rent,2,Medical,C,14000,12.73,1,0.3500,N,8,4ET0rnd7-OHHL,CiIKMe7L-Ax1g
1JGqmjOz-pa44,30,96000,Mortgage,8,Education,B,17000,10.62,0,0.1771,N,10,mLKoeJ9D-zO7v,lzRWmsqi-vbY7
tsAyP4D3-nCdQ,30,223800,Mortgage,15,Homeimprovement,B,25000,11.83,1,0.1117,N,9,vzdfv9Jp-46il,fcYPcX56-lORI
6z0alE5U-iFoQ,30,65004,Mortgage,9,Education,A,15000,7.51,0,0.2308,N,9,gRf9shOT-NdN9,m8F6uqhf-XNj3
RmHwpMTQ-nCTJ,30,130000,Mortgage,14,Venture,B,7000,9.91,0,0.0538,N,9,ggur9FJw-1vHW,S91jbMIf-wa1o
o3Ee7ARo-uORk,30,74000,Mortgage,14,Venture,C,14000,13.92,0,0.1892,Y,10,wefycQhr-1iOW,dbkmnflQ-I0Yd
hHoyQbth-N61L,30,38400,Rent,2,Personal,B,9800,11.48,0,0.2552,N,5,uZeanEJQ-q5l4,CHz6kSxh-frE1
0eJLO9x8-89WY,30,42600,Rent,13,Venture,B,12000,11.71,0,0.2817,N,8,JEoHz1PR-FTGZ,tsROStpp-fPHz
KAzNOdmg-4doo,30,40000,Rent,5,Medical,A,3000,7.14,0,0.0750,N,7,4ovCnRdh-Ogr8,M90C2R5C-4F6W
X1o5Dvgd-U3mC,30,96000,Mortgage,7,Medical,A,8000,6.99,0,0.0833,N,8,Y6HDWZPJ-xGH1,BK3e5wt0-kagh
ypYUUX8P-yNzl,30,53000,Rent,4,Debtconsolidation,A,12000,6.03,0,0.2264,N,7,4j4De1iE-ZFmi,sQ5d59Aa-FUFh
yFtij0Y4-p5ew,30,108000,Rent,2,Personal,B,10000,10.65,0,0.0926,N,5,Pj0dOZ3F-hLKh,94PtOUHa-oUrQ
uoPpQnd9-x8zI,30,52000,Mortgage,7,Personal,D,5500,14.96,0,0.1058,Y,10,hzsktGTZ-UfP2,hT7dZRPa-lapU
